geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
34017002001,NJ,Hudson County,20.01,Census Tract 20.01; Hudson County; New Jersey,674,222,118,12,0,0,175,0,0,38,42,22,45,12,102,0,New Jersey,1400000US34017002001
34017002002,NJ,Hudson County,20.02,Census Tract 20.02; Hudson County; New Jersey,1430,422,222,16,0,0,477,28,55,0,93,74,34,16,250,9,New Jersey,1400000US34017002002
34017002200,NJ,Hudson County,22,Census Tract 22; Hudson County; New Jersey,978,436,160,54,0,54,99,0,70,40,0,31,34,54,141,0,New Jersey,1400000US34017002200
34017002300,NJ,Hudson County,23,Census Tract 23; Hudson County; New Jersey,1322,987,101,18,28,0,49,6,41,15,0,40,0,46,102,37,New Jersey,1400000US34017002300
34017002400,NJ,Hudson County,24,Census Tract 24; Hudson County; New Jersey,1469,1147,109,67,9,12,38,0,53,0,9,8,0,76,70,17,New Jersey,1400000US34017002400
34017002700,NJ,Hudson County,27,Census Tract 27; Hudson County; New Jersey,1979,778,699,18,0,0,170,5,18,0,128,9,154,18,160,0,New Jersey,1400000US34017002700
34017002800,NJ,Hudson County,28,Census Tract 28; Hudson County; New Jersey,2403,913,856,52,22,22,228,0,0,0,128,42,118,74,170,22,New Jersey,1400000US34017002800
34017002900,NJ,Hudson County,29,Census Tract 29; Hudson County; New Jersey,1561,739,263,0,0,55,167,8,18,0,162,107,32,0,295,10,New Jersey,1400000US34017002900
34017003000,NJ,Hudson County,30,Census Tract 30; Hudson County; New Jersey,1364,435,462,0,0,16,106,6,0,28,196,13,48,0,243,54,New Jersey,1400000US34017003000
34017003101,NJ,Hudson County,31.01,Census Tract 31.01; Hudson County; New Jersey,1480,540,232,0,0,39,415,24,35,0,72,55,0,0,186,68,New Jersey,1400000US34017003101
34017003102,NJ,Hudson County,31.02,Census Tract 31.02; Hudson County; New Jersey,1398,477,265,0,0,0,214,0,9,0,53,6,374,0,68,0,New Jersey,1400000US34017003102
34017003500,NJ,Hudson County,35,Census Tract 35; Hudson County; New Jersey,1114,753,240,32,22,0,19,16,26,0,0,0,6,54,42,0,New Jersey,1400000US34017003500
34017004000,NJ,Hudson County,40,Census Tract 40; Hudson County; New Jersey,1933,603,313,36,0,0,93,24,0,149,513,15,109,36,701,78,New Jersey,1400000US34017004000
34017004102,NJ,Hudson County,41.02,Census Tract 41.02; Hudson County; New Jersey,1571,494,680,59,43,0,125,0,0,71,23,0,76,102,94,0,New Jersey,1400000US34017004102
34017004103,NJ,Hudson County,41.03,Census Tract 41.03; Hudson County; New Jersey,881,525,157,0,0,48,14,0,29,0,0,12,58,0,41,38,New Jersey,1400000US34017004103
34017004104,NJ,Hudson County,41.04,Census Tract 41.04; Hudson County; New Jersey,1648,789,459,20,0,0,112,0,0,35,50,0,168,20,85,15,New Jersey,1400000US34017004104
34017004200,NJ,Hudson County,42,Census Tract 42; Hudson County; New Jersey,1833,865,528,26,0,0,0,0,57,53,50,0,184,26,160,70,New Jersey,1400000US34017004200
34017004300,NJ,Hudson County,43,Census Tract 43; Hudson County; New Jersey,1088,784,191,54,0,0,0,0,6,4,0,0,49,54,10,0,New Jersey,1400000US34017004300
34017004400,NJ,Hudson County,44,Census Tract 44; Hudson County; New Jersey,1274,879,279,49,0,0,23,0,0,0,0,0,0,49,0,44,New Jersey,1400000US34017004400
34017004500,NJ,Hudson County,45,Census Tract 45; Hudson County; New Jersey,1597,895,336,100,33,48,21,46,0,0,0,21,81,133,67,16,New Jersey,1400000US34017004500
34017004600,NJ,Hudson County,46,Census Tract 46; Hudson County; New Jersey,978,440,447,7,0,6,11,0,0,0,19,0,0,7,19,48,New Jersey,1400000US34017004600
34017004700,NJ,Hudson County,47,Census Tract 47; Hudson County; New Jersey,1629,989,309,52,0,95,36,0,66,21,0,23,0,52,110,38,New Jersey,1400000US34017004700
34017004800,NJ,Hudson County,48,Census Tract 48; Hudson County; New Jersey,1943,971,181,0,29,0,76,37,55,16,249,72,123,29,429,134,New Jersey,1400000US34017004800
34017004900,NJ,Hudson County,49,Census Tract 49; Hudson County; New Jersey,1555,833,302,133,0,0,16,0,0,12,96,0,91,133,108,72,New Jersey,1400000US34017004900
34017005200,NJ,Hudson County,52,Census Tract 52; Hudson County; New Jersey,1844,1426,286,21,0,0,12,0,35,0,8,0,18,21,43,38,New Jersey,1400000US34017005200
34017005300,NJ,Hudson County,53,Census Tract 53; Hudson County; New Jersey,1248,944,227,36,0,0,0,0,14,0,0,0,17,36,14,10,New Jersey,1400000US34017005300
34017005400,NJ,Hudson County,54,Census Tract 54; Hudson County; New Jersey,3376,1719,410,26,0,16,283,54,146,0,446,37,102,26,683,137,New Jersey,1400000US34017005400
34017005500,NJ,Hudson County,55,Census Tract 55; Hudson County; New Jersey,1110,834,120,65,44,0,0,0,0,0,0,0,23,109,0,24,New Jersey,1400000US34017005500
34017005600,NJ,Hudson County,56,Census Tract 56; Hudson County; New Jersey,1432,713,407,63,0,0,21,0,0,0,128,35,29,63,163,36,New Jersey,1400000US34017005600
34017005801,NJ,Hudson County,58.01,Census Tract 58.01; Hudson County; New Jersey,2205,1620,442,58,6,0,0,0,10,0,26,0,0,64,36,43,New Jersey,1400000US34017005801
34017005802,NJ,Hudson County,58.02,Census Tract 58.02; Hudson County; New Jersey,838,541,61,0,4,19,51,39,70,0,10,31,6,4,150,6,New Jersey,1400000US34017005802
34017005901,NJ,Hudson County,59.01,Census Tract 59.01; Hudson County; New Jersey,1175,396,266,110,14,0,15,12,37,0,296,0,0,124,345,29,New Jersey,1400000US34017005901
34017005902,NJ,Hudson County,59.02,Census Tract 59.02; Hudson County; New Jersey,1548,479,458,9,0,0,36,0,16,95,362,0,93,9,473,0,New Jersey,1400000US34017005902
34017006000,NJ,Hudson County,60,Census Tract 60; Hudson County; New Jersey,1895,1356,424,18,0,0,10,0,0,0,41,46,0,18,87,0,New Jersey,1400000US34017006000
34017006101,NJ,Hudson County,61.01,Census Tract 61.01; Hudson County; New Jersey,1453,406,305,31,0,8,147,0,0,0,427,0,128,31,427,1,New Jersey,1400000US34017006101
34017006102,NJ,Hudson County,61.02,Census Tract 61.02; Hudson County; New Jersey,1011,640,187,0,0,0,0,0,35,0,89,0,60,0,124,0,New Jersey,1400000US34017006102
34017006200,NJ,Hudson County,62,Census Tract 62; Hudson County; New Jersey,1775,904,594,0,0,0,98,0,0,56,18,0,67,0,74,38,New Jersey,1400000US34017006200
34017006300,NJ,Hudson County,63,Census Tract 63; Hudson County; New Jersey,1868,1068,650,40,44,0,34,0,0,0,12,0,0,84,12,20,New Jersey,1400000US34017006300
34017006400,NJ,Hudson County,64,Census Tract 64; Hudson County; New Jersey,1754,1076,245,86,39,110,66,28,56,0,2,31,0,125,117,15,New Jersey,1400000US34017006400
34017006500,NJ,Hudson County,65,Census Tract 65; Hudson County; New Jersey,1195,631,251,22,28,26,60,12,46,0,0,115,4,50,173,0,New Jersey,1400000US34017006500
34017006600,NJ,Hudson County,66,Census Tract 66; Hudson County; New Jersey,449,69,68,0,0,25,175,6,38,0,68,0,0,0,112,0,New Jersey,1400000US34017006600
34017006700,NJ,Hudson County,67,Census Tract 67; Hudson County; New Jersey,1687,1024,528,82,0,0,0,0,0,0,0,0,37,82,0,16,New Jersey,1400000US34017006700
34017006800,NJ,Hudson County,68,Census Tract 68; Hudson County; New Jersey,1521,952,549,0,0,0,20,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34017006800
34017006900,NJ,Hudson County,69,Census Tract 69; Hudson County; New Jersey,38,3,16,0,0,0,0,0,0,19,0,0,0,0,19,0,New Jersey,1400000US34017006900
34017007001,NJ,Hudson County,70.01,Census Tract 70.01; Hudson County; New Jersey,1108,481,365,0,0,38,103,0,0,47,59,15,0,0,121,0,New Jersey,1400000US34017007001
34017007002,NJ,Hudson County,70.02,Census Tract 70.02; Hudson County; New Jersey,1293,486,132,9,12,48,261,0,225,0,50,46,0,21,321,24,New Jersey,1400000US34017007002
34017007100,NJ,Hudson County,71,Census Tract 71; Hudson County; New Jersey,1613,784,146,11,22,13,309,0,82,0,41,49,129,33,172,27,New Jersey,1400000US34017007100
34017007200,NJ,Hudson County,72,Census Tract 72; Hudson County; New Jersey,1338,607,120,33,0,51,333,27,80,8,0,38,0,33,153,41,New Jersey,1400000US34017007200
34017007300,NJ,Hudson County,73,Census Tract 73; Hudson County; New Jersey,2605,1541,190,44,0,47,322,68,253,0,0,82,0,44,403,58,New Jersey,1400000US34017007300
34017007400,NJ,Hudson County,74,Census Tract 74; Hudson County; New Jersey,2981,1297,69,61,56,81,808,36,414,21,12,56,0,117,539,70,New Jersey,1400000US34017007400
34017007500,NJ,Hudson County,75,Census Tract 75; Hudson County; New Jersey,3817,1941,259,32,16,282,547,85,233,0,154,239,29,48,711,0,New Jersey,1400000US34017007500
34017007601,NJ,Hudson County,76.01,Census Tract 76.01; Hudson County; New Jersey,4703,1959,243,35,0,124,789,73,1371,0,36,73,0,35,1553,0,New Jersey,1400000US34017007601
34017007602,NJ,Hudson County,76.02,Census Tract 76.02; Hudson County; New Jersey,2443,958,125,0,0,79,440,36,502,29,94,116,34,0,777,30,New Jersey,1400000US34017007602
34017007701,NJ,Hudson County,77.01,Census Tract 77.01; Hudson County; New Jersey,2527,412,39,0,0,57,1156,55,666,8,0,134,0,0,863,0,New Jersey,1400000US34017007701
34017007702,NJ,Hudson County,77.02,Census Tract 77.02; Hudson County; New Jersey,465,150,12,0,6,26,90,0,154,6,0,0,0,6,160,21,New Jersey,1400000US34017007702
34017007703,NJ,Hudson County,77.03,Census Tract 77.03; Hudson County; New Jersey,2302,843,138,0,0,11,501,158,561,0,0,90,0,0,809,0,New Jersey,1400000US34017007703
34017007800,NJ,Hudson County,78,Census Tract 78; Hudson County; New Jersey,2010,1046,496,7,41,34,119,4,200,0,20,18,0,48,242,25,New Jersey,1400000US34017007800
34017010100,NJ,Hudson County,101,Census Tract 101; Hudson County; New Jersey,2640,1338,788,0,16,27,168,0,6,0,104,0,193,16,110,0,New Jersey,1400000US34017010100
34017010200,NJ,Hudson County,102,Census Tract 102; Hudson County; New Jersey,1205,722,214,13,0,6,148,0,15,0,24,0,39,13,39,24,New Jersey,1400000US34017010200
34017010300,NJ,Hudson County,103,Census Tract 103; Hudson County; New Jersey,1292,819,186,21,5,20,56,0,32,0,74,23,28,26,129,28,New Jersey,1400000US34017010300
34017010400,NJ,Hudson County,104,Census Tract 104; Hudson County; New Jersey,2075,1231,317,40,0,34,216,0,26,0,34,41,118,40,101,18,New Jersey,1400000US34017010400
34017010500,NJ,Hudson County,105,Census Tract 105; Hudson County; New Jersey,2227,1171,643,0,53,40,53,0,38,0,69,16,115,53,123,29,New Jersey,1400000US34017010500
34017010601,NJ,Hudson County,106.01,Census Tract 106.01; Hudson County; New Jersey,1338,677,296,0,0,50,36,8,43,0,83,0,145,0,134,0,New Jersey,1400000US34017010601
34017010602,NJ,Hudson County,106.02,Census Tract 106.02; Hudson County; New Jersey,1862,762,617,18,0,99,164,0,17,0,96,0,84,18,113,5,New Jersey,1400000US34017010602
34017010701,NJ,Hudson County,107.01,Census Tract 107.01; Hudson County; New Jersey,1028,574,273,0,0,70,23,0,5,0,0,5,61,0,10,17,New Jersey,1400000US34017010701
34017010702,NJ,Hudson County,107.02,Census Tract 107.02; Hudson County; New Jersey,694,204,417,0,0,7,32,0,0,0,11,0,23,0,11,0,New Jersey,1400000US34017010702
34017010800,NJ,Hudson County,108,Census Tract 108; Hudson County; New Jersey,1520,795,381,0,30,154,37,0,21,0,41,17,30,30,79,14,New Jersey,1400000US34017010800
34017010900,NJ,Hudson County,109,Census Tract 109; Hudson County; New Jersey,1216,603,316,0,0,15,35,22,54,0,29,0,142,0,105,0,New Jersey,1400000US34017010900
34017011000,NJ,Hudson County,110,Census Tract 110; Hudson County; New Jersey,1027,426,218,0,0,63,20,0,4,0,31,101,100,0,136,64,New Jersey,1400000US34017011000
34017011100,NJ,Hudson County,111,Census Tract 111; Hudson County; New Jersey,1663,915,401,31,0,33,75,0,0,0,39,11,150,31,50,8,New Jersey,1400000US34017011100
34017011200,NJ,Hudson County,112,Census Tract 112; Hudson County; New Jersey,2592,1601,293,22,15,164,145,0,0,0,65,8,279,37,73,0,New Jersey,1400000US34017011200
34017011300,NJ,Hudson County,113,Census Tract 113; Hudson County; New Jersey,1391,828,220,42,0,28,45,0,0,0,29,25,157,42,54,17,New Jersey,1400000US34017011300
34017011400,NJ,Hudson County,114,Census Tract 114; Hudson County; New Jersey,1469,937,255,0,18,56,60,0,0,19,55,0,69,18,74,0,New Jersey,1400000US34017011400
34017011500,NJ,Hudson County,115,Census Tract 115; Hudson County; New Jersey,1272,1005,142,0,0,44,26,0,0,0,0,7,48,0,7,0,New Jersey,1400000US34017011500
34017011600,NJ,Hudson County,116,Census Tract 116; Hudson County; New Jersey,1814,898,504,0,0,45,50,0,6,0,7,0,304,0,13,0,New Jersey,1400000US34017011600
34017012300,NJ,Hudson County,123,Census Tract 123; Hudson County; New Jersey,882,298,389,8,0,15,106,0,0,0,41,2,0,8,43,23,New Jersey,1400000US34017012300
34017012400,NJ,Hudson County,124,Census Tract 124; Hudson County; New Jersey,1086,507,369,18,0,0,174,0,18,0,0,0,0,18,18,0,New Jersey,1400000US34017012400
34017012500,NJ,Hudson County,125,Census Tract 125; Hudson County; New Jersey,1357,588,367,9,6,127,223,0,17,0,16,4,0,15,37,0,New Jersey,1400000US34017012500
34017012600,NJ,Hudson County,126,Census Tract 126; Hudson County; New Jersey,1373,249,696,0,16,0,324,0,43,14,16,7,8,16,80,0,New Jersey,1400000US34017012600
34017012700,NJ,Hudson County,127,Census Tract 127; Hudson County; New Jersey,1878,698,694,0,11,75,344,0,9,0,10,0,37,11,19,0,New Jersey,1400000US34017012700
34017012800,NJ,Hudson County,128,Census Tract 128; Hudson County; New Jersey,1798,433,610,0,5,44,496,27,32,0,15,29,107,5,103,0,New Jersey,1400000US34017012800
34017012900,NJ,Hudson County,129,Census Tract 129; Hudson County; New Jersey,1288,297,580,0,0,33,323,0,55,0,0,0,0,0,55,0,New Jersey,1400000US34017012900
34017013000,NJ,Hudson County,130,Census Tract 130; Hudson County; New Jersey,1183,115,869,0,0,0,124,0,0,0,24,0,23,0,24,28,New Jersey,1400000US34017013000
34017013100,NJ,Hudson County,131,Census Tract 131; Hudson County; New Jersey,821,154,374,0,0,17,243,0,22,0,0,0,11,0,22,0,New Jersey,1400000US34017013100
34017013200,NJ,Hudson County,132,Census Tract 132; Hudson County; New Jersey,1695,436,880,0,0,101,168,0,63,0,0,0,0,0,63,47,New Jersey,1400000US34017013200
34017013300,NJ,Hudson County,133,Census Tract 133; Hudson County; New Jersey,1395,367,553,22,0,4,296,0,19,0,0,0,119,22,19,15,New Jersey,1400000US34017013300
34017013400,NJ,Hudson County,134,Census Tract 134; Hudson County; New Jersey,829,106,500,0,18,16,96,0,76,0,5,0,12,18,81,0,New Jersey,1400000US34017013400
34017013500,NJ,Hudson County,135,Census Tract 135; Hudson County; New Jersey,1932,501,1045,0,0,41,172,0,40,0,26,65,42,0,131,0,New Jersey,1400000US34017013500
34017013600,NJ,Hudson County,136,Census Tract 136; Hudson County; New Jersey,974,333,391,0,0,28,184,0,6,0,10,8,0,0,24,14,New Jersey,1400000US34017013600
34017013700,NJ,Hudson County,137,Census Tract 137; Hudson County; New Jersey,1124,262,508,0,0,125,135,0,28,0,0,53,13,0,81,0,New Jersey,1400000US34017013700
34017013800,NJ,Hudson County,138,Census Tract 138; Hudson County; New Jersey,2629,1075,373,15,5,23,407,86,378,0,46,177,34,20,687,10,New Jersey,1400000US34017013800
34017013900,NJ,Hudson County,139,Census Tract 139; Hudson County; New Jersey,2332,860,526,18,0,16,462,26,225,0,0,118,26,18,369,55,New Jersey,1400000US34017013900
34017014000,NJ,Hudson County,140,Census Tract 140; Hudson County; New Jersey,1906,362,1278,11,10,25,78,0,21,0,9,41,32,21,71,39,New Jersey,1400000US34017014000
34017014101,NJ,Hudson County,141.01,Census Tract 141.01; Hudson County; New Jersey,2371,712,887,28,0,95,136,240,18,0,87,35,60,28,380,73,New Jersey,1400000US34017014101
34017014102,NJ,Hudson County,141.02,Census Tract 141.02; Hudson County; New Jersey,2218,978,831,113,0,80,126,51,0,0,0,0,0,113,51,39,New Jersey,1400000US34017014102
34017014200,NJ,Hudson County,142,Census Tract 142; Hudson County; New Jersey,2077,471,1246,65,22,0,73,38,0,0,20,0,142,87,58,0,New Jersey,1400000US34017014200
34017014300,NJ,Hudson County,143,Census Tract 143; Hudson County; New Jersey,1909,327,1440,17,0,0,65,0,20,0,5,11,24,17,36,0,New Jersey,1400000US34017014300
34017014401,NJ,Hudson County,144.01,Census Tract 144.01; Hudson County; New Jersey,1331,300,887,0,0,0,65,0,17,21,0,0,41,0,38,0,New Jersey,1400000US34017014401
34017014402,NJ,Hudson County,144.02,Census Tract 144.02; Hudson County; New Jersey,1192,163,920,0,55,0,0,0,20,0,0,6,28,55,26,0,New Jersey,1400000US34017014402
34017014501,NJ,Hudson County,145.01,Census Tract 145.01; Hudson County; New Jersey,2158,458,1398,0,0,0,136,0,0,0,82,0,84,0,82,0,New Jersey,1400000US34017014501
34017014502,NJ,Hudson County,145.02,Census Tract 145.02; Hudson County; New Jersey,2092,224,1813,0,0,24,7,0,24,0,0,0,0,0,24,0,New Jersey,1400000US34017014502
34017014600,NJ,Hudson County,146,Census Tract 146; Hudson County; New Jersey,1398,205,969,0,0,0,63,0,57,0,0,83,0,0,140,21,New Jersey,1400000US34017014600
34017014700,NJ,Hudson County,147,Census Tract 147; Hudson County; New Jersey,1719,421,1156,8,0,0,51,0,24,0,0,8,43,8,32,8,New Jersey,1400000US34017014700
34017014801,NJ,Hudson County,148.01,Census Tract 148.01; Hudson County; New Jersey,2027,387,1352,0,0,0,76,0,63,0,56,0,62,0,119,31,New Jersey,1400000US34017014801
34017014802,NJ,Hudson County,148.02,Census Tract 148.02; Hudson County; New Jersey,404,106,217,0,15,0,66,0,0,0,0,0,0,15,0,0,New Jersey,1400000US34017014802
34017014900,NJ,Hudson County,149,Census Tract 149; Hudson County; New Jersey,982,138,707,0,0,13,124,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34017014900
34017015001,NJ,Hudson County,150.01,Census Tract 150.01; Hudson County; New Jersey,1267,523,257,24,8,108,129,30,95,0,8,22,0,32,155,63,New Jersey,1400000US34017015001
34017015003,NJ,Hudson County,150.03,Census Tract 150.03; Hudson County; New Jersey,858,141,655,0,0,12,0,0,12,0,0,38,0,0,50,0,New Jersey,1400000US34017015003
34017015004,NJ,Hudson County,150.04,Census Tract 150.04; Hudson County; New Jersey,1723,438,1136,22,0,0,26,37,0,0,18,23,23,22,78,0,New Jersey,1400000US34017015004
34017015100,NJ,Hudson County,151,Census Tract 151; Hudson County; New Jersey,1105,155,859,0,0,14,41,0,0,0,0,19,17,0,19,0,New Jersey,1400000US34017015100
34017015201,NJ,Hudson County,152.01,Census Tract 152.01; Hudson County; New Jersey,1495,588,306,10,0,20,124,40,249,8,67,43,18,10,407,22,New Jersey,1400000US34017015201
34017015202,NJ,Hudson County,152.02,Census Tract 152.02; Hudson County; New Jersey,2520,476,1639,19,0,34,47,27,0,0,62,156,0,19,245,60,New Jersey,1400000US34017015202
34017015300,NJ,Hudson County,153,Census Tract 153; Hudson County; New Jersey,1772,209,1451,0,0,11,20,29,0,3,16,21,12,0,69,0,New Jersey,1400000US34017015300
34017015500,NJ,Hudson County,155,Census Tract 155; Hudson County; New Jersey,1823,246,1423,16,0,110,9,0,0,0,14,0,5,16,14,0,New Jersey,1400000US34017015500
34017015600,NJ,Hudson County,156,Census Tract 156; Hudson County; New Jersey,1637,239,1277,11,0,0,14,0,19,0,9,31,37,11,59,0,New Jersey,1400000US34017015600
34017015700,NJ,Hudson County,157,Census Tract 157; Hudson County; New Jersey,1402,222,1150,0,0,0,0,0,0,0,11,0,0,0,11,19,New Jersey,1400000US34017015700
34017015801,NJ,Hudson County,158.01,Census Tract 158.01; Hudson County; New Jersey,1804,958,112,22,0,76,181,134,179,0,17,122,3,22,452,0,New Jersey,1400000US34017015801
34017015802,NJ,Hudson County,158.02,Census Tract 158.02; Hudson County; New Jersey,2535,278,2005,16,0,0,64,92,32,0,0,0,38,16,124,10,New Jersey,1400000US34017015802
34017015900,NJ,Hudson County,159,Census Tract 159; Hudson County; New Jersey,1961,259,1632,10,0,0,42,0,0,0,17,0,1,10,17,0,New Jersey,1400000US34017015900
34017016000,NJ,Hudson County,160,Census Tract 160; Hudson County; New Jersey,1310,192,986,13,11,12,26,0,15,0,0,0,55,24,15,0,New Jersey,1400000US34017016000
34017016100,NJ,Hudson County,161,Census Tract 161; Hudson County; New Jersey,1341,118,1112,14,0,0,65,0,0,0,11,11,10,14,22,0,New Jersey,1400000US34017016100
34017016200,NJ,Hudson County,162,Census Tract 162; Hudson County; New Jersey,1869,166,1483,130,0,28,12,0,18,0,0,18,14,130,36,0,New Jersey,1400000US34017016200
34017016300,NJ,Hudson County,163,Census Tract 163; Hudson County; New Jersey,1769,125,1322,56,0,24,31,0,48,0,18,98,0,56,164,47,New Jersey,1400000US34017016300
34017016400,NJ,Hudson County,164,Census Tract 164; Hudson County; New Jersey,1542,219,1262,0,0,0,0,13,39,0,9,0,0,0,61,0,New Jersey,1400000US34017016400
34017016500,NJ,Hudson County,165,Census Tract 165; Hudson County; New Jersey,1983,496,1123,13,24,8,141,16,45,0,10,33,26,37,104,48,New Jersey,1400000US34017016500
34017016600,NJ,Hudson County,166,Census Tract 166; Hudson County; New Jersey,1226,197,889,18,29,0,35,8,6,0,44,0,0,47,58,0,New Jersey,1400000US34017016600
34017016700,NJ,Hudson County,167,Census Tract 167; Hudson County; New Jersey,660,98,528,0,0,1,9,0,14,0,0,10,0,0,24,0,New Jersey,1400000US34017016700
